author,text
녹주석 CHRYSOBERYL, @곽준형  중뽕도 딱히 없음
MJMJMJMJ,ㄹㅇ 한복이 진짜 지네나라 옷이였으면 고려양이라는 단어자체가 없었음
Young Kim,실제로 중국에 나이먹은 사람이나 우파? 쪽 사람들은 저런거 싫어한다고 하더라구요 한복은 중국 역사 복장이 아니라고 ㅋㅋ
이시원, @wa  (시진)핑핑아~ 마오(쩌둥)~
킹침갓살,쩌둥 ~
david park,우리나라 윗대가리부터가 친중인데 어쩌겠음 ㅋㅋ
日職集愛可高拾多,아 영상은 개 사이다인데 채널 또 신고 당할까봐 무섭다
Yuki Mint,"니키 아직도 한국에서 운영시작한줄알고 했는데 괜히했네요...,"
지수환,어제 진핑이 항문에 소닉 쑤셔넣고 풀엑셀 밟은 썰 푼다
Invin K,"ㅋㅋㅋㅋ 중국게임 따위 관심없다
저럴수록 한류가 이기기 더 좋을테니까 ^___^"
hmagj,응~ 이래도 한국 게이머들은 원신 소녀전선 붕괴 절대 못버려~ 계속 중국산 씹덕겜에 돈지를거야~~
5기송민근,중국 입국 금지 축하드립니다. 늘 응원하고 있습니다.
&#x20;,bts + 한복 한번 하면 게임셋이구만
Shiki -,역시 전 게시물 올라올떄 예상한게 맞군 ㅋㅋ
그러던어느날,결국 여기까지 왔군 ㅋㅋㅋㅋ 한복은 중국이 노리고 kpop은 일본이 지들 jpop 덕분이래고 아주 쌍으로 고랄고랄들이여 ㅡㅡ
신발색이무지개색,공자가 그리 가르키더나?
ᄋᄉᄋ,굳이 자기나라의 법을 어겨가면서 키배틀이 하고 싶나.... 그리고 저런거 단속은 안하면서 홍콩사태 같은건 잘도 뭐라해요 ㅡ.ㅡ
재현,세계인구는 63억명 입니다
권용환,제2 문화대혁명 난진대축제가 필요하다
주대평,이래서 반중이다. 반박있나?
실버애로우,이걸 계기로 중국 묻은 게임 다 접어라
드래곤냥이,마지막 핑핑이 개웃기네ㅋㅋㅋㅋㅋㅋ
j h,공산당 ㄹㅇ 이상함
카페인,우리는 싫어요를 누르는 그들을 발견했습니다 인권도 없는 그들에게 joy를 표합시다 ㅋ
sammyha Kim,"이 형은...남 칭찬하는 영상은 재미 없는데, 남 까는 영상하는 기가 맥히게 쉬원한 이유가 뭘까?"
푸드덕참새는,??? : 훠훠훠 우리는 대국과 함께 중국몽을 따라가겠습니다
표본공방,중국께 아닌거? 민주화
윤민 Yoon Min ユン·ミン,욕설 거의 없고 이런 영상은 진짜 멋지다고 생각됩니다 성회형 앞으로도 파이팅! 게이머들도 같이 파이팅!
황소,"한 편으로는 불쌍하다
얼마나 내세울 게 없으면 남의 문화를 빼앗기만 할까...
아...택동이가 다 작살내서 문화란 게 아예 없나?"
PPCL,근데 저 많은 인구 중에 제일 머리 좋은 애들 모아 놨다는 중국 정부가 진짜 저 호감도 지표를 보고도 아무런 생각이 안 드는 걸까;;
Jae Wi Lee,"다 보고나니 속시원하네요~

이번 영상은 개인적인 감상으로 사건 발생의 팩트 쪽보다 감정적으로 뜨겁게 영상 만드신게 느껴집니다.

지금 사건을 짚은 여러 영상들이 올라오고 있는 와중에 역시 언제 올라왔는지를 떠나서 성회님의 영상이 더 시원하고 쏙쏙 눈과 귀에 박히는 그런 쳥량감이 느껴지네요.

이번 일을 계기로 이미 국내에 들어왔거나, 앞으로 들어올 예정인 중국 게임들은 국내 서비스에 한국 서비스 기념으로 한복이나 뭔가 문화적인 요소가 나오는 기조가 사라지고 더 움츠러들 것 같네요.

이런 중국 게임에 국산 게임도 밀리지 말고 좀 더 양질의 다양하고 재밌는 게임을 출시해줬으면 합니다."
ᄋ_ᄋ,핑핑아! 핑핑아! 마오!
구티스쿨-열정교사 구쌤의 학교 이야기,"너무나 사랑하는 중국!
50개정도쯤이었으면 좋겠습니다. 
하나만 사랑하기에는 너무 아쉬워요."
Hy J,625에서 한국은 중국 너네랑 적국이었다고 빡들아 ㅋㅋㅋㅋ
잉여력폭발,시진핑핑잌ㅋㅋㅋㅋㅋㅋ
김도영,인종이 아닌데 어떻게 인종차별이 됩니까 ㅋㅋㅋ 착ㅉ죽ㅉ
조병선,3:00 디지털홍위병들이면ㅋㅋㅋㅋ 일단중국문화재부터 다 때려부셔야지ㅋㅋㅋ
홍채,게이머라면 중혐을 안할수가 없다 진짜
임현수,이미 중국인들은 천안문때 다 뒤져서 없습니다
이영석,제발 중국은 문화 대혁명 더 했으면 좋겠다 ㅋㅋ
코코넛,"응~~~~~~~~ '음모론'이야
 '틀딱'이야
 '가짜뉴스' 야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
융성우,아..단군선생님..당신은틀렷어..
wiz2040,이걸 기다렸어!
이종효,빌어먹을 차이나치새끼들 같으니리고
G1 HAN,재앙이네요...ㅜ
TOM,그냥 중국이 사라지길 바랍니다
Chifao_ Park,"명나라 한푸와 조선식 한복은 몽골 원나라의 영향을 깊게 받았습니다. 그 이후 내려오면서 서로서로 영향을 주고받으며(고려양이나 명나라의 관복 도입) 서로 상호 발전하고 그것이 교류와 문화의 흐름인데 한족주의자들 흔히 한푸파시스트라고 불리는 이 극단주의자들은 한푸를 복원할때 주변국(한국,일본등)의 참고는 하나도 하지 않았다. 우리는 문화대혁명때 잃어버린 것 이상으로 더 많은 유물이 발굴되었다 라고 주장합니다. 자신들은 다른나라에게 문화를 전파했지만 반대로 자신들이 복구할때는 스스로의 힘으로만 한것처럼 입을 꾹 닫고 있지요.
이들은 중국 내부에서도 꼴통들로 취급 받으며 생각있는 중국인들은 이들을 한국의 정치병걸린 사람들마냥 골칫거리로 생각합니다.
저런 생각없는 사람들 때문에 양국 관계가 갈수록 극악으로 치닫고 있네요. 나라의 10퍼센트만 꼴통들이라도 약 1억5천이라는 소린데 일본 전체인구랑 거의 맞먹는 숫자가 꼴통이라는 소리니....
우리도 한푸운동에 위기의식을 느끼고 우리 한복등을 더 관심갖고 자주 쓰이는 복식이 되었으면 좋겠습니다. 이대로 있다간 진짜 뺏길지도 몰라요.ㅠㅠ"
몽?유,"텐센트 > 롤 > 한복, 한국문화유산지원 > 세라핀, 한복 중국몽"
Soo,싫어요한건 어떤사람들일까
필살싱싱권을 마스터한 싱호,중국아 해보자 이거지? 전쟁선포를 해버리네 ㅋㅋ 누가 이기는지 보자
신문방송학과,중국 너무 싫다 진짜. 지들 게 아닌 게 없네.
특징충,성회형 매운맛 너무좋고 ㅎㅎ
아이곸,여윽시 북한의 아버지답게 세뇌의 원조를 보여주신다 타이완 남바완!!!
czero,게이머 코인 타기엔 다른게 더 달달해보이기는게 윗분들이라 겜돌이들 말을 들어줄리가 만무하죠.. ㅠㅠㅠ
천의 목소리를 내는 상어,"중국
중=가운데 중
상시 모든 논란,불법,비매너행위 관련 사건의 중심에 있어 중국이라 한다"
Влади́мир Влади́мирович Пу́тин,진짜로 2019년까지는 중국에 아무감정이 없었는데 코로나랑 유튜브 극혐광고랑 세라핀때문에 싫어짐
Gellyo Lee,정부가 친중이라 안될듯
둠칫둠칫,착!
마늘빠아앙,"FUCK YOU CHINA
FREE HONG KONG 
TAIWAN NO.1"
ᄒ,천안문이랑 우한 바이러스는 꼭 가져가고 ㅋㅋㅋ
표범재,"문화대혁명으로 모든 중국문명이 파괴된 이후 중국인에게는 오직 공산당의 사상주입만이 남았다. 경제가 망했고 사방이 적인 상황에서 공산당이 체제유지를 위해 할 수 있는 것은 내부의 문제를 물리적으로 묵살하고 불만을 외부로 돌리는 것뿐이었다. 이것이 현대 중국문화의 뿌리이다. 내부에서 무언가 불만이 생기면 외부 문제로 생각하는 것. 지독한 이기주의와 자아무비판주의.
 중국이 계속해서 해외에서 기술을 탈취하는 것도 같은 맥락에서 일어난다. 중국인들은 중국에서 혁신이 일어나지 못하는 이유가 내부의 체제가 아니라 외부에서 자신들에게 공짜로 기술을 주지 않는 것이라고 생각하는 것이다."
오충열,아우 속이 다 시원하네
선,문재인은 친중친북친사회주의라 이런 일 더 많아질거임
Leo레오님,차이나찌.... 하잇마오핑핑~```
두부,"중국이 지들거라 안하는거: 미세먼지, 코로나"
Lyang In Han,마지막 레전드네 ㅋㅋㅋㅋ
김현수,아직도 반청복명을 하고 있네. 명나라도 지들이 멸망시켜놓고서.
ARK J,"듣고보니 이해가되네 증오 대신 동정어린 시선을 보내주자
인체신비전에 걸릴지 남의나라 욕할지 생각하면 딱 저런 말도안되는일도 하는거지 머
중국인이 아니라서 다행이다."
이은수,원신 명일방주 소녀전선 벽람항로 하지 맙시다 거기에 쓴 돈 중국 공산당의 자금으로 쓰입니다^.^
Ogre96,내가 신이라면 공산당부터 괴면시킨다
정윤재,엇 그럼 중국모바일 게임 이제 못믿겠군요 .... 덜덜 랑그릿사 모바일 회사도 중국회사인데 랑그릿사 모바일이 갑자기 한국 서비스 종료할수 있겠군요
보쌈웰시코기,착해지게 만들어야합니다
응애 나 뉴비,중공 뚝배기 딱대
노94노,???:중국몽과 함깨합니다.
kanghyun yoo,제작자님...
White,수십개로 갈기갈기 찢어진 중국을 응원합니다!
김형수,"성회형, 중화민국에는 공산당이 없어. 그리고 중화민국은 남의 문화를 자신들의 거라고 우기지도 않아. 그러니까 중국 공산당과 중국이 아니라 중화민국 영토를 불법 점거하고 있는 공산당이라고 정정해줬으면 좋겠어."
Dreadnought,중국을 볼 때마다 30년대의 일제가 떠오름
멋강당,중국은 날이 갈수록  재수없어지네 ㅎ(세계 왕따 멀지 않았다 ㅎ)
seoyoung lee,중국은 코로나 빼고 다 자기꺼라고 한다는 댓글이 생각나네요 ㅋㅋㅋㅋ
boom mad,중국은 미쳐도 단단히 미친지 오래입니다.
이창우,"이거 문재인이 별로 안좋
아할거 같은데"
여인성,아니 국민들이 뽕에 취하는걸 국가가 방관해서 아편전쟁때 영혼까지 탈곡 당했으면서 그걸 그세 까먹고 정부가 뽕을 손수 넣고 있네ㅉㅉ
성이름,"중국인들이 어떤 인간들이냐?





이 우주도 중국이 만들었다고 할 놈들이 중국인들임. 춘추전국시대부터 내려온 역겨운 중화사상(中華思想)ㅋㅋㅋㅋ"
킹리시빙,우리나라 정치의원 믿지마셈 기회주의자들임 우리나라가 정치로 잘먹고 살려면 저새끼들 싹다 죽이고 다시 새로 뽑아야댐
할말은 하는사람,쟤네들은 삼국지까지만 유익함 ㅋㅋ
포리,와 마지막 ㅋㅋㅋㅋ
Cadi&카디,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 마지막 스펀지밥 ㅋㅋㅋㅋㅋㅋ 아 미쳤다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
Ryan KIM,미세먼지도 그렇고 왼쪽나라는 바다에 가라앉으면 우리나라 참 깨끗한 공기마시며 살수있을텐데 ㅋㅋ
Cat Fat,내용요약은 9:12 부터 보면 됩니다
dutd,저 국가 중국 호감도 조사 같은건 도대체 누구를 대상으로 하고 그랬는지 모르겠네... 인종PC에 최고봉인 슈퍼깨시민 서양인들은 이번 세라핀 중국어 가사를 통해서 정말 동양역사에 무지하고 그냥 다 인종차별이라고 외치는거 보면 너무 이질감이 느껴지는데
성우,국가의 대가리라는 놈이 중국몽을 꿈꾸는데 제대로 될리가^^
김춘호,중국은 멍청하게 모두를 적으로 돌리고 있네. 빠른 시일내에 망해서 쪼개지길 바란다.
Zinna Youn,대통령이 중국몽하겠다는 친중파인게 무슨 ㅋㅋ
z man,1900년 이전의 역사가 없는 중궈 ㅋㅋ
박현석,성회형..잘가 멀리 안나갈게..ㅜㅜ
박이삭,재앙이가 중국몽 따라간다고 난리치는데 뭐라할리 없지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
연습,0:54 형 대만은 빼는 게 맞는 것 같애
희,티베트와 홍콩을 지지합니다
DeC Choi,HE IS KOREAN
사신,"샤인닝니키는  게임이라고 부르기 초차 아깝다




그냥 중국이  만들어낸 괴물인데  왜 게임이라고 생각하는것이냐"
제이제이,"트럼프형만이 중국을 때려 잡을 수 있다. 부정선거 뒤집고 이번에 미국 좌파, 중국 공산당 쌍으로 날려 버리자"
모모,형 근데 이거.. 괜찮겠지? 유튜브도 이미 중국에 먹혔다고 말이 많던데
파다파다파,6:50  이 그래프 보니깐 일본 애들이 트럼트를 좋아하는게 이해가 가네 ㅋㅋㅋㅋ
???,"이렇게 제대로 잘 말해주니까 유쾌, 상쾌, 통쾌 하네 ㅋㅋ"
해마일,"사회주의는 자살이고, 공산주의는 학살이다."
Haret,저걸 중궁에서 오픈했을 때 부터 한국에 수입 되는거 기다렸는데 야발 1주일 하니까 저 ㅈㄹ나서 게임할맛 싹지우더라 야발
유기농,"시진핑핑아~ 밥먹자~
시진핑핑이: 핑핑!
우쭈쭈~"
쿰척쿰척파오후,??? 중국몽 함께하겟숩니다 훠훠훠
영감님,"나는 공산당이 싫어요
북한, 중국이 싫어요"
KAD WarCommander,미국에서 살고 있는데 가끔 중국인들 진짜 미국에서 공부하고 살면서 저 중화사상 이야기하는거 들을때마다 뒷통수 ㅈㄴ쌔게 때려주고싶던데
chad,"톈안먼때 지식인들 다 죽었으니 ㅠㅠ
아이큐 두자리수 세뇌 실험체들 밖에 없으니 ㅠㅠ"
김현우,"성회님 이 기회에 '중국을 광고'하는겁니다.
게임만으로는 모자람 ㅋㅋㅋ

중국을 춘추전국시대로 만들어 버리십쇼"
ひかるうさだ,역시  성회형이 등 긁어주는게 제일 시! 원! 해!
mie ja,"훠훠훠 한국은 즁국위 속국이니 한복은 중국의복이 맞습니다
그와중 아무 입장 표명 못하는 무능한 정권"
오들레,멸공
SAYSOL. 솔솔,다뤄줘서 감사합니당
catjin,0:50 ~ 1:15 여기 브금이 뭔가요??
강승현,"세라핀도 케이팝에 차이나팝 쳐묻힐려고
중국새끼들 특 탱크밀고 지네땅이라고 우김 그러면서 하나의 중국드립침 ㅈㄴ 가둬서 세뇌 교육시키고싶네"
짭왁굳의 게임방송,"니들 문화는 니들 손으로 다 조졌잖아요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 
빛나는 중국 문화는 홍위병이 다 해치웠으니 안심하라구!"
Garlic_KMM209,성회형 이번엔 코인 잘탔네ㅋ
선테이 SUNTEI,??? : 일어서라.. 어서 일어서!! 상대는 공산당이다.. 세계를 욕보인 공산당이야!!
KAD WarCommander,마지막 마옼ㅋㅋㅋㅋㅋㅋㅋㅋ
킹리시빙,중국이 지금 저러는건 그만큼 발악을하는거임 살려고 ㅋㅋㅋ
ᄒᄌᄉ,"핑핑아 핑핑아 마오~ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
아 진짜 존나 속시원 하네
지구의 암덩어리 새킈들"
roll T,어차피   깡깨게임 안함 ㅅㄱ해라
Z Min Park,"한복은 한국의 독립운동에서 많이나오잔어
한복이 지들꺼라는 애들은 공산당에서 독립하려고 한복 지들꺼라는거잔어 ㅋㅋㅋ"
최진호,1:00 중국 설명하는데 영상에 대만까지 포함되어 있네요.
CWY,무쳤다ㅋㅋㅋ
닏누거,"지들이 홍위병들로 문화 싹 밀어놓곤
우리가 뺐어간단다 ㅋㅋㅋㅋㅋㅋ"
Frenda,"???:사실 이 한국이라는게 중국에서 온거거든요?








(설마 진지하게 생각하는 사람 없겠지?)"
박원종,중공은 역시 이세상에서 없어져야한다 .
쥐돌이,이번 일로 국내 대리인 지정제도라는걸 처음 들어봤는데 스팀 같은 경우는 어떻게 적용되는건가요?
마조카이,"그래서 한복이 왜 ""한""복이냐고 ""중""복이 아니라 아 ㅋㅋ"
kyanoo,정말 공감되는 영상이네요. 광고도 스킵 안하고 끝까지 다 봤습니다. 성회형 응원합니다!!!
QQ,중-국-몽
성ㅁ깁걸,아웃트로 빠꾸없는거봐ㅋㅋㅋㅋㅋㅋ
김한룡 방구석탈출기,중국이 판호로 한국게임 막은것과 대조적으로 한국모바일게임시장에는 중국산게임이 판을 침. 이번을 계기로 우리도 중국게임에 대한 최소한의 영향력은 행사해야 한다고 봄. 어쨌거나 게임사가 제일 눈치보는건 유저니까.
ᄋᄋ,???:중국은 산봉우리같은나라 중국몽함께하겠다
서쿠조,근데 유튜브 댓글에 착ㅉ죽ㅉ 단어쓰면 댓글 삭제되버리네요 ㅋㅋㅋ 캬 역시 돈이 좋아?
Oppooppoiii,반중합시다 ㅋㅋ
Protoss Fenix,시발 깜짝이야 해킹당한줄 알았네
킹리시빙, @Protoss Fenix  시발 깜짝이야 나도 해킹당한줄 알았네 ㅋㅋㅋ
Brian Moon,시민의식 국제의식 바닥인 중국은 진짜 좀 깨졌으면 좋겠다. 미국 화이팅.
천안문 장첸,어 싀... 체한거 다 내려갔당
Nana Kim,누구보다 민주적인 복장 한복을 저렇게 아끼고 사랑한다니. 사실 중국인들의 숨은 목적은 중국 공산당의 몰락과 민주주의 성립인가봐! 중국의 성공적인 민주화를 응원할께!
윤재진,아 막짤 겁나 웃기네
이재룡,팩트: 명나라 초기까지 유행한 고려양때문에 의복이 비슷한거다 한마디로 한푸가 한복의 짭이라는거
uksng,이래도 그 대통령 대가리 더 깨질때까지 지지하십쇼ㅎㅎ
아삭아삭치킨무,개극딜 ㅋㅋㅋ 성회형을 국회로
배인해,사실 뭐 정부가 대응을 할려고 해도 적당히 같잖은 일이어야지 ㅋㅋ 힘이 없어서 그런것도 당얀히 있겠지만 ㅠ
김승한,"最近，这里的同志们正计划在一个神秘的组织内杀害习近平主席，并割掉毛泽东前总统的尸体吃。 立即由中华人民共和国公安部门逮捕这些叛徒。 我警告中国的公安部门。 叛徒们反对一个中国，计划暗杀习近平主席,摧毁毛泽东前总统的遗体。 叛国者的反国家恐怖计划将对中华人民共和国国家安全构成严重威胁。
최근 이곳 동지들은 의문의 조직에서 시진핑 국가 주석 암살 계획과 마오쩌둥 전 국가 주석의 시체를 먹기위해 토막내려는 계획을 세우고 있다. 즉시 중화인민공화국 공안 부서에서 이 반역자들을 체포해야 합니다. 중국 공안 부서에게 경고합니다. 반역자들은 하나의 중국에 반대하며 시진핑 국가 주석을 암살과 마오쩌둥 전 국가 주석의 시체를 훼손하려는 계획을 세우고있습니다. 반역자들의 반국가적인 테러 계획은 중화인민공화국의 국가 안보에 심각한 위협이 될 것입니다."
김명현,"중공에  안쫄고 용기있게 할말하는
G식백과 좋댓구로 응원해달라 이말이야"
매트릭스,난징페스티벌
박상화,중국 자식들 웃긴게 한복이 자기꺼고 차이나복이 한국꺼래 미친거아냐...? 좀 유명해지니깐 탐나냐? 근데 절대 못줘
김길환,진짜 중국인은 자전거 타며 천안문 시위가던 그 안경쓴 사람 같은 사람들이 아닐까
Jaehong Ahn,중국어 자막도 없는데 비공감 22개 달린건 뭐 조선족 선생님들이라 봐도 무방한건가. 좀 나가라 니들은; 自由西藏加油!
son dong han,9:10 핑핑아 ^^
에딧비[EditBee],요즘 게임에서 중국 횡포가 심하네 ㄷ
니뭐색갸,중국은 사회주의를 버린거지 공산주의 정치구조는 유지하고 있습니다 민주주의는 커녕 선거조차 없는 나라에 뭘 바랍니까? 쟤들은 저렇게 안하면 신비로워지는데 ㅋㅋㅋㅋ
라이언,이건 게이머든 전세계 사람들이 중국에 시장을 외면 할수 있어야 해결 될 문제인데 그럴수가 없죠. 중국내 회사들은 시진핑을 거역 할수 없으니까요.
개씹꼴초,이쯤되면 테러리스트 집단에서 중국화학 공업단지나 번화가에 화학무기나 핵테러 좀 감행햇으면좋겟다 몇억명 뒤져도 상관없으니
최게임,한푸..라는게 그시대때 이거저거 그거 오만가지 옷들에 대해 부르는 명칭이라던디.. 한복으로 줄여지는건가 ㅋㅋㅋ
Bears v_10,난 항상 성회형 광고 풀로 봅니다
Who_E,"만물 중국 중심설  만악 중국 중심
중국의 이미지가 바닥으로 떨어지니 국가 이미지 좋은 한국에 무임승차하는 모습입니다."
젤리피쉬,미국에는 처음 정착했던 영국인들이 있으니 영국의 티타임도 미국의 문화인건가
김안동,"큰 산봉우리 같은 나라 중국, 작은 나라 한국"
한용석,한복과 비슷한 중국옷이 어딧어 ㅋㅋㅋㅋ 상의가 다 긴 옷들 입으면서 ㅋㅋㅋㅋㅋㅋ
한국다람쥐,역시 성회형! 아우 시원하다!
윤나연,와아 사이다 감사합니다!!!
전윤재,다 중국 지들꺼라면서 코로나는 왜 중국 자기네꺼라고 안하는거지 ㅋㅋㅋ
JAEWON JUNG,지금 일부에서 노차이나 움직임 있는데 좌음 뉴스에 노차이나 댓글달면 계정 블락시켜버리더라 ㅋㅋ 이게 나라냐?
이재훈,바이든 제발 중국좀 패줘...
이현수,오늘 참 가슴 뭉쿨하네요
죠킹,핑핑아 밥 먹자~~
삼륜,저나라  레이드 한번 떠야하는데
유기농,"티베트도 홍콩도 내몽골도 사실 한국의 땅이다.
西藏、香港、内蒙古实际上都是韩国的领土。"
솔개그늘,9:12 공산당 너무 무서워 성회형
루나와 함께,중화척살
ピロ,이세계라서 그래요 무협이세계 ㅋㅋ
한세현,류호○대리게임 의원 : 이번에는 무슨 코스프레할까..
여러브 Yeo love,프리 홍콩 프리 티벳! 타이완 넘버원! 니키 개열심히 하다가 통수 맞았네요ㅎ 리뷰에 욕 써본 적 처음입니다 ㅋㅋㅋㅋㅋㅋ
최수영,핑핑아 핑핑아 마오 엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
waralphaEs,의미없는 광역딜이라도 중국돈 먹은 게임사들은 최소한 리스트라도 만들어서 기억하고 절대 잊지말아야죠.  그래야 앞으로 그런짓거리를 못합니다.
주식충,우 한 폐 렴
on D,진짜 벌레만도 못한 ㅅㄲ들
태순,2:27 어 듣고보니 그러네? 어쩌면 트위터 포함 모든 SNS 하려면... 강제로 중국찬양글 써야하는 걸지도?
박승규,진짜 머릿수 많은 게 ㅈㄴ 무섭다니까 중국애들이 좀 많아? 그런 애들 다 중국식으로 교육시키니까 요 지랄들을 하는거지
안녕하세요,근데 우리가 친중대통령뽑아놓고 중국을 왜싫어하냐? ㅋㅋ
ᄉᄒ이,유툽도 중국 발언 잘못하면 딱지 붙던데 조심해 형
쿠션,나중엔 한국도 자기네 속국이라고 먹으려고 할 것 같은데...
누구냐넌,"뭐요?
어떤 사람이 말하던데
이대로 한복사태를 안일하게 생각하면
통일되면 돼지땅떵이 넘보면서 한복 들먹이면서 북한땅 수복할 놈들이라고"
Nine CooH,시원하게 까주시네 ㅋㅋ 잘봤습니다
곰닭탕,중국 공산당의 논리는 정말 하늘을 찌른다. 그냥  하나의 중국 원칙에 따라 미국이 사실 중국의 속국이라고 하지 왜 ㅋㅋㅋㅋㅋㅋ 진짜 논리라고는 하나도 없는 것들..
무민,Free Hongkong
김새롬,중국에 호가있나? ㅋㅋ
김병주,우리는 한복은 민주주의 상징으로 대응 합시다.
하랑하율,나라의 중앙이라고 중국이라 지랄 하지만 속좁은 소국이다
류이,조만간 원신도 터지겠네
이도현,"자문화 중심주의

장점:자국민들의 결속을 다질수있다
단점:과도한 자문화 중심주의는 국수주의, 또는 제국주의로 변질될수도 있다"
RO JI,마치 나치독일 보는 느낌이다. 나치독일 처럼 얘들도 전쟁 일으킬까?
HS K,지금 한국성씨도 다 중국에서 가져와서 따라한거라 한국인들도 다 중국인으로 편입했다고 주장할수도 있음.
자박이,아나 말씀 너무 잘하셔
안기용-Nar_oke,이 얘기 하자면 임진때 까지 가야 하지만도...암튼 비단 팔러왔던 왕서방이 명월이 한테 당했던게 배가 많이 아파서 그런 모양이네요.
eli Kim,조선족좀 몰아내자
aquaris a,중국 게임 현질하지말자 한국에서 중국게임 막자 ㅡㅡ
-잇힝,그냥 열등감
Nürburgring,와! 쓰 FOOT!!!!!!! 어떻게 교육받으면 사람들이 저렇게 되는거야? 일본이나 중국이나 도찐개찐이네. 아우~~~~~ 이 화를 어떻게 표현해야 합니꽈???
Ian Han,"참.. 보면 볼 수록 저 섭종 공지 문구 볼 때 기분 = 북한 삐라 보는 기분... 그 자기들은 위엄과 무게가 넘치는데 약간 나만 우스워?! 되는 그거... 진짜 어지간하면 걍 무관심으로 일관하는 게 최고인 자위 사상인데 그게 중국이라 실질적인 행동, 제재 다 걸어버리고 폭주하니 그럴 수도 없는 게 문제... 그래도 제발 역사 관련 교육은 강화합시다. 솔직히 요즘 10, 20대들 저기가 싸그리 분노하면서도 막상 받아칠 말 잘 못 찾잖아요.. 수능 보는 고3도 당장 동북공정 근거 반박 하라하면 못하잖아요ㅜㅜ 역사 왜곡으로 국뽕 채우는 건 금물이더라도 나라 쪽수, 재력, 힘 약해서 정부나 전문가가 중국 못 받아칠거라면 자국 내 역사 교육이라도 힘써야죠 누구든 내외부로 받아치고 설명할 수 있게..ㅠㅠㅠ"
Stick Kor,마지막에 12시진 방향에 핑핑이가 보였네요
허윤,혁명과 민주화의 상징인 한복을 가지고 싶어하는거 보면 민주화에 대한 열망이 느껴지네요 중국 친구들이 자유사상 아래에 문화를 꽃피우길 기원해봅니다^^7
뭉앙,"지구의 암덩어리
전 국가의 공동의 적
국민 전체가 구제할 수 없는 쓰레기
왜그렇게 싫어할짓만 골라서 하지?"
Jekyll & Hyde,핑핑이 엔딩까지 완벽했다
우렁쉥2,핑핑아 핑핑아 마오 ㅋㅋㅋㅋㅋㅋㅋ
김서진,핑핑아~
망령&샤르,저더 북한이 들렀어으면 진짜 전쟁이러 났을 듯
D_이누,"뭐?
우리나라꺼를 뺏어간다고?
""그럼 우리도 니들꺼 뺏어 갈께"" 하면서
'중국은 우리 나라부터 유래했다.
고조선에서 사람들이 넘어가 중국을 세웠다.
그러고는 자신의 부모를 죽이려 하는게 중국이다.'
이렇게 주장해서 이 입장 안꺽으면 니들은 또 우리가 
거짓말이라고 하겠지 그럼 니들 모습을 먼저 살피고
생각해보고 해라 중국이 파괴되면 세계경재가
흔들리니까 망하라고는 못하겠는데 정신차리라"
Inhoc,"'Taiwan no.1'이라는 뜬금도 없고 의미도 없는 아무 문장에도 엄청나게 어그로가 끌리는
평균 능지와 교육수준이 떨어지는 바로 그 종족.."
용연이,핑핑아 ㅋㅋㅋㅋ마오마오 ㅋㅋㅋㅋㅋㅋ   천안문 만세
z z,후진타오 때는 조용했는데 시진핑 집권하고 나서 존나 나댐 핑핑이가 뒤져야 할 듯
박운재,역사적으로 중국이 과거에도 큰땅이여서 한 일 베트남이 중국의 문화에 영향을 받고 문화를 가지고 온것은 맞지만 그대로 똑같이 쓴게 아니라 자신들의 문화에 맞게 재창조된 새로운 것들인데 현재 21세기에 와서 지들꺼라고 우기는게 웃기네요. 그 예시로 중국의 한자를 한국은 한국어로 세종대왕님이 재창조 하시고 일본도 히라가나 가타가나로 재창조했죠. 한국 불교와 일본 불교는 중국을 통해 왔지만 삼국 불교의 특징이 조금씩 다른 부분들이 많죠.
JOHNNIE GWAG,중국은 분열되야되요
픽카츄,중국몽이.... 잠자다가...몽정하고서 이불킥하는게... 중국몽인건가??? 중국놈들아 집구석에서혼자서 그딴짓거리해라.. 주접떠는것도 적당히해야지..
i수기,조선족독립을 응원합니다 ㅎㅎ위구르족 트벳족 화이팅
보스트로얀,딱 조선중앙방송 말투로 하면 어울림
박제사,마오~ 콜록
재석씌이,ㄷㄷㄷㄷ성회형님 지키기 운동해야 겠네요 바른말! 알기 쉽고 재미있었습니다. 오늘도 영상 즐거웠습니다~ㅎㅎ
